,Nurse,2022-10-01-mañana,2022-10-01-tarde,2022-10-02-mañana,2022-10-02-tarde,2022-10-03-mañana,2022-10-03-tarde,2022-10-04-mañana,2022-10-04-tarde,2022-10-05-mañana,2022-10-05-tarde,2022-10-06-mañana,2022-10-06-tarde,2022-10-07-mañana,2022-10-07-tarde,2022-10-08-mañana,2022-10-08-tarde,2022-10-09-mañana,2022-10-09-tarde,2022-10-10-mañana,2022-10-10-tarde,2022-10-11-mañana,2022-10-11-tarde,2022-10-12-mañana,2022-10-12-tarde,2022-10-13-mañana,2022-10-13-tarde,2022-10-14-mañana,2022-10-14-tarde,2022-10-15-mañana,2022-10-15-tarde,2022-10-16-mañana,2022-10-16-tarde,2022-10-17-mañana,2022-10-17-tarde,2022-10-18-mañana,2022-10-18-tarde,2022-10-19-mañana,2022-10-19-tarde,2022-10-20-mañana,2022-10-20-tarde,2022-10-21-mañana,2022-10-21-tarde,2022-10-22-mañana,2022-10-22-tarde,2022-10-23-mañana,2022-10-23-tarde,2022-10-24-mañana,2022-10-24-tarde,2022-10-25-mañana,2022-10-25-tarde,2022-10-26-mañana,2022-10-26-tarde,2022-10-27-mañana,2022-10-27-tarde,2022-10-28-mañana,2022-10-28-tarde,2022-10-29-mañana,2022-10-29-tarde,2022-10-30-mañana,2022-10-30-tarde,2022-10-31-mañana,2022-10-31-tarde,objective_1,objective_2
0,person_14,COM,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,DISP,-,DISP,-,COM,-,M,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,T2,7.0,11.625
1,person_13,M,-,-,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T2,-,-,-,-,DISP,-,M,-,-,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,-,-,-,-,M,-,DISP,-,-,-,M,-,7.0,11.625
2,person_6,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,7.0,11.625
3,person_11,-,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,-,DISP,-,M,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,7.0,11.625
4,person_7,-,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,CHX,7.0,11.625
5,person_3,-,T1,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,M,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,M,-,COM,-,-,-,-,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,CHX,7.0,11.625
6,person_1,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T2,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,7.0,11.625
7,person_2,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,COM,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,7.0,11.625
8,person_4,-,-,-,-,-,T2,-,-,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,-,-,-,-,T1,-,-,7.0,11.625
9,person_12,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,M,-,-,T1,7.0,11.625
